Year,LocationAbbr,LocationDesc,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Topic,Data_Value_Unit,Data_Value,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,TopicId,BreakOutCategoryId,BreakOutId
2004,NE,Nebraska,None,None,None,None,Heart Failure,Percent (%),5,4.9,5.2,Race,Non-Hispanic White,T5,BOC04,RAC01
2006,ID,Idaho,None,None,None,None,Heart Failure,Percent (%),4.4,4.2,4.6,Race,Non-Hispanic White,T5,BOC04,RAC01
2006,NE,Nebraska,None,None,None,None,Heart Failure,Percent (%),5,4.8,5.1,Race,Non-Hispanic White,T5,BOC04,RAC01
2012,MA,Massachusetts,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5.5,5.7,Gender,Male,T4,BOC02,GEN01
2005,CO,Colorado,None,None,None,None,Heart Failure,Percent (%),4.7,4.5,4.8,Age,75+,T5,BOC03,AGE08
2004,ID,Idaho,None,None,None,None,Heart Failure,Percent (%),4,1.3,6.7,Race,Hispanic,T5,BOC04,RAC04
2004,MA,Massachusetts,None,None,None,None,Heart Failure,Percent (%),6.4,6.3,6.5,Overall,Overall,T5,BOC01,OVR01
2004,AL,Alabama,None,None,None,None,Heart Failure,Percent (%),5.7,5.6,5.8,Race,Non-Hispanic White,T5,BOC04,RAC01
2013,DE,Delaware,None,None,None,None,Coronary Heart Disease,Percent (%),4.4,4.1,4.6,Race,Non-Hispanic White,T4,BOC04,RAC01
2012,WY,Wyoming,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,4.9,5.8,Age,75+,T4,BOC03,AGE08
2012,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,4.4,8.1,Race,Hispanic,T4,BOC04,RAC04
2005,IN,Indiana,None,None,None,None,Heart Failure,Percent (%),5.8,5.7,5.9,Race,Non-Hispanic White,T5,BOC04,RAC01
2006,CA,California,None,None,None,None,Heart Failure,Percent (%),6.6,6.3,6.8,Race,Hispanic,T5,BOC04,RAC04
2013,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.8,6,Gender,Male,T4,BOC02,GEN01
2013,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,4.4,4.7,Age,75+,T4,BOC03,AGE08
2013,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),4.4,4.4,4.5,Age,75+,T4,BOC03,AGE08
2005,TN,Tennessee,None,None,None,None,Heart Failure,Percent (%),8,7.7,8.3,Race,Non-Hispanic Black,T5,BOC04,RAC02
2013,LA,Louisiana,None,None,None,None,Coronary Heart Disease,Percent (%),3.9,3.8,4,Gender,Female,T4,BOC02,GEN02
2006,KS,Kansas,None,None,None,None,Heart Failure,Percent (%),5.8,5.6,6,Age,75+,T5,BOC03,AGE08
2006,AK,Alaska,None,None,None,None,Heart Failure,Percent (%),4.9,4.5,5.4,Race,Non-Hispanic White,T5,BOC04,RAC01
2004,WV,West Virginia,None,None,None,None,Heart Failure,Percent (%),5.6,5.3,5.8,Age,65+,T5,BOC03,AGE06
2006,NY,New York,None,None,None,None,Heart Failure,Percent (%),5.8,5.7,5.9,Gender,Female,T5,BOC02,GEN02
2004,IA,Iowa,None,None,None,None,Heart Failure,Percent (%),3.8,2.5,5.2,Race,Other,T5,BOC04,RAC07
2005,HI,Hawaii,None,None,None,None,Heart Failure,Percent (%),5,4.6,5.4,Gender,Female,T5,BOC02,GEN02
2012,MD,Maryland,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.7,5,Age,65+,T4,BOC03,AGE06
2012,AK,Alaska,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.5,6.5,Race,Non-Hispanic White,T4,BOC04,RAC01
2004,MI,Michigan,None,None,None,None,Heart Failure,Percent (%),7.4,7.2,7.7,Race,Non-Hispanic Black,T5,BOC04,RAC02
2004,NC,North Carolina,None,None,None,None,Heart Failure,Percent (%),9.5,6.5,12.5,Race,Hispanic,T5,BOC04,RAC04
2006,ME,Maine,None,None,None,None,Heart Failure,Percent (%),5.2,4.9,5.4,Gender,Male,T5,BOC02,GEN01
2005,NY,New York,None,None,None,None,Heart Failure,Percent (%),5.9,5.9,6,Overall,Overall,T5,BOC01,OVR01
2012,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),6.3,6.1,6.4,Gender,Male,T4,BOC02,GEN01
2013,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5,5.7,Race,Other,T4,BOC04,RAC07
2006,AK,Alaska,None,None,None,None,Heart Failure,Percent (%),3.9,3.4,4.5,Age,65+,T5,BOC03,AGE06
2005,DE,Delaware,None,None,None,None,Heart Failure,Percent (%),4.7,4.3,5,Age,65+,T5,BOC03,AGE06
2012,CA,California,None,None,None,None,Coronary Heart Disease,Percent (%),4.4,4.4,4.5,Age,75+,T4,BOC03,AGE08
2005,MA,Massachusetts,None,None,None,None,Heart Failure,Percent (%),6.1,6,6.2,Race,Non-Hispanic White,T5,BOC04,RAC01
2004,AZ,Arizona,None,None,None,None,Heart Failure,Percent (%),6.6,5.8,7.5,Race,Hispanic,T5,BOC04,RAC04
2012,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),4,3.8,4.1,Race,Non-Hispanic Black,T4,BOC04,RAC02
2013,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.5,4.1,Race,Non-Hispanic Black,T4,BOC04,RAC02
2004,UT,Utah,None,None,None,None,Heart Failure,Percent (%),4.3,2.3,6.2,Race,Hispanic,T5,BOC04,RAC04
2005,KY,Kentucky,None,None,None,None,Heart Failure,Percent (%),7.5,7.3,7.6,Age,75+,T5,BOC03,AGE08
2004,DE,Delaware,None,None,None,None,Heart Failure,Percent (%),8.3,7.6,9.1,Race,Non-Hispanic Black,T5,BOC04,RAC02
2012,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),7.2,6.7,7.7,Race,Other,T4,BOC04,RAC07
2013,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.5,7,Race,Other,T4,BOC04,RAC07
2005,OK,Oklahoma,None,None,None,None,Heart Failure,Percent (%),5.7,5.5,5.9,Gender,Male,T5,BOC02,GEN01
2004,WY,Wyoming,None,None,None,None,Heart Failure,Percent (%),5,4.6,5.4,Age,75+,T5,BOC03,AGE08
2013,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),8.1,7.5,8.7,Gender,Male,T4,BOC02,GEN01
2012,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.4,7.1,Race,Non-Hispanic White,T4,BOC04,RAC01
2004,ME,Maine,None,None,None,None,Heart Failure,Percent (%),5.5,5.2,5.8,Gender,Male,T5,BOC02,GEN01
2012,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,4.5,4.7,Age,75+,T4,BOC03,AGE08
2006,CO,Colorado,None,None,None,None,Heart Failure,Percent (%),5.5,4.6,6.5,Race,Hispanic,T5,BOC04,RAC04
2012,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),3.9,3.7,4,Gender,Female,T4,BOC02,GEN02
2005,KY,Kentucky,None,None,None,None,Heart Failure,Percent (%),6.5,6.4,6.6,Overall,Overall,T5,BOC01,OVR01
2012,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),4,3.8,4.2,Race,Non-Hispanic Black,T4,BOC04,RAC02
2006,NM,New Mexico,None,None,None,None,Heart Failure,Percent (%),4.9,4.7,5.1,Overall,Overall,T5,BOC01,OVR01
2006,KS,Kansas,None,None,None,None,Heart Failure,Percent (%),5.6,5.4,5.8,Gender,Male,T5,BOC02,GEN01
2005,MO,Missouri,None,None,None,None,Heart Failure,Percent (%),6.4,6.2,6.5,Gender,Male,T5,BOC02,GEN01
2012,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4.8,5.3,Age,75+,T4,BOC03,AGE08
2005,RI,Rhode Island,None,None,None,None,Heart Failure,Percent (%),7.8,6.2,9.5,Race,Non-Hispanic Black,T5,BOC04,RAC02
2012,WI,Wisconsin,None,None,None,None,Coronary Heart Disease,Percent (%),7.3,7.1,7.5,Gender,Male,T4,BOC02,GEN01
2005,UT,Utah,None,None,None,None,Heart Failure,Percent (%),3,2.7,3.2,Age,65+,T5,BOC03,AGE06
2005,FL,Florida,None,None,None,None,Heart Failure,Percent (%),5.9,5.9,6,Overall,Overall,T5,BOC01,OVR01
2012,CO,Colorado,None,None,None,None,Coronary Heart Disease,Percent (%),3.7,3.1,4.3,Race,Non-Hispanic Black,T4,BOC04,RAC02
2012,ND,North Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.6,6.4,Age,75+,T4,BOC03,AGE08
2004,VA,Virginia,None,None,None,None,Heart Failure,Percent (%),6.8,6.7,6.9,Age,75+,T5,BOC03,AGE08
2006,FL,Florida,None,None,None,None,Heart Failure,Percent (%),4.4,4.4,4.5,Age,65+,T5,BOC03,AGE06
2012,DC,"Washington, DC",None,None,None,None,Coronary Heart Disease,Percent (%),3.6,3.3,3.8,Overall,Overall,T4,BOC01,OVR01
2005,US,United States,None,None,None,None,Heart Failure,Percent (%),5.9,5.9,5.9,Overall,Overall,T5,BOC01,OVR01
2005,SC,South Carolina,None,None,None,None,Heart Failure,Percent (%),5.5,5.3,5.6,Gender,Female,T5,BOC02,GEN02
2004,KY,Kentucky,None,None,None,None,Heart Failure,Percent (%),6.9,6.8,7,Race,Non-Hispanic White,T5,BOC04,RAC01
2012,NV,Nevada,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,5.1,5.6,Age,65+,T4,BOC03,AGE06
2004,NY,New York,None,None,None,None,Heart Failure,Percent (%),6.3,6.2,6.4,Gender,Male,T5,BOC02,GEN01
2005,WA,Washington,None,None,None,None,Heart Failure,Percent (%),5.1,4.5,5.6,Race,Other,T5,BOC04,RAC07
2012,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4.9,5.2,Race,Non-Hispanic White,T4,BOC04,RAC01
2006,IN,Indiana,None,None,None,None,Heart Failure,Percent (%),5.6,5.5,5.8,Gender,Female,T5,BOC02,GEN02
2006,NC,North Carolina,None,None,None,None,Heart Failure,Percent (%),5.4,5.3,5.5,Gender,Female,T5,BOC02,GEN02
2006,PA,Pennsylvania,None,None,None,None,Heart Failure,Percent (%),6.9,6.8,7,Gender,Male,T5,BOC02,GEN01
2012,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.9,6.3,Age,65+,T4,BOC03,AGE06
2005,DC,"Washington, DC",None,None,None,None,Heart Failure,Percent (%),6.6,6.2,7.1,Age,75+,T5,BOC03,AGE08
2006,RI,Rhode Island,None,None,None,None,Heart Failure,Percent (%),7.4,5.7,9.2,Race,Non-Hispanic Black,T5,BOC04,RAC02
2005,AL,Alabama,None,None,None,None,Heart Failure,Percent (%),4.8,4.6,4.9,Age,65+,T5,BOC03,AGE06
2013,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),6.4,6.2,6.5,Gender,Male,T4,BOC02,GEN01
2013,WI,Wisconsin,None,None,None,None,Coronary Heart Disease,Percent (%),7,6.1,7.9,Race,Other,T4,BOC04,RAC07
2006,DE,Delaware,None,None,None,None,Heart Failure,Percent (%),6.6,6.3,6.9,Age,75+,T5,BOC03,AGE08
2013,AZ,Arizona,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,4.4,4.7,Overall,Overall,T4,BOC01,OVR01
2012,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.8,6,Race,Non-Hispanic White,T4,BOC04,RAC01
2005,CO,Colorado,None,None,None,None,Heart Failure,Percent (%),5,4.1,5.9,Race,Hispanic,T5,BOC04,RAC04
2004,RI,Rhode Island,None,None,None,None,Heart Failure,Percent (%),5.8,3,8.7,Race,Hispanic,T5,BOC04,RAC04
2013,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),6.5,6.2,6.9,Age,65+,T4,BOC03,AGE06
2005,NE,Nebraska,None,None,None,None,Heart Failure,Percent (%),7.4,6,8.7,Race,Non-Hispanic Black,T5,BOC04,RAC02
2005,NC,North Carolina,None,None,None,None,Heart Failure,Percent (%),6.1,5.9,6.2,Gender,Male,T5,BOC02,GEN01
2006,KS,Kansas,None,None,None,None,Heart Failure,Percent (%),5.9,5.2,6.6,Race,Non-Hispanic Black,T5,BOC04,RAC02
2013,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),5,4.9,5.1,Overall,Overall,T4,BOC01,OVR01
2006,MO,Missouri,None,None,None,None,Heart Failure,Percent (%),5.5,5.4,5.6,Gender,Female,T5,BOC02,GEN02
2005,TX,Texas,None,None,None,None,Heart Failure,Percent (%),5.5,5.2,5.9,Race,Other,T5,BOC04,RAC07
2012,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),5.6,5.3,5.9,Gender,Female,T4,BOC02,GEN02
2005,CA,California,None,None,None,None,Heart Failure,Percent (%),5.7,5.6,5.8,Gender,Male,T5,BOC02,GEN01
2006,MN,Minnesota,None,None,None,None,Heart Failure,Percent (%),5,4.9,5.1,Race,Non-Hispanic White,T5,BOC04,RAC01
2013,IL,Illinois,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,4.5,4.6,Overall,Overall,T4,BOC01,OVR01
2004,WA,Washington,None,None,None,None,Heart Failure,Percent (%),6.8,5.9,7.8,Race,Non-Hispanic Black,T5,BOC04,RAC02
2012,WV,West Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.5,6.8,Race,Non-Hispanic White,T4,BOC04,RAC01
2006,AR,Arkansas,None,None,None,None,Heart Failure,Percent (%),6.1,5.9,6.2,Race,Non-Hispanic White,T5,BOC04,RAC01
2004,GA,Georgia,None,None,None,None,Heart Failure,Percent (%),7.9,7.7,8.1,Race,Non-Hispanic Black,T5,BOC04,RAC02
2007,OR,Oregon,None,None,None,None,Heart Failure,Percent (%),2.9,2.7,3.1,Age,65+,T5,BOC03,AGE06
2005,MS,Mississippi,None,None,None,None,Heart Failure,Percent (%),6.7,6.5,6.9,Gender,Male,T5,BOC02,GEN01
2012,OH,Ohio,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,5.1,5.2,Overall,Overall,T4,BOC01,OVR01
2012,SD,South Dakota,None,None,None,None,Coronary Heart Disease,Percent (%),7.7,7.2,8.2,Gender,Male,T4,BOC02,GEN01
2006,TN,Tennessee,None,None,None,None,Heart Failure,Percent (%),6.2,6.1,6.4,Gender,Male,T5,BOC02,GEN01
2005,AL,Alabama,None,None,None,None,Heart Failure,Percent (%),7.7,7.5,8,Race,Non-Hispanic Black,T5,BOC04,RAC02
2006,RI,Rhode Island,None,None,None,None,Heart Failure,Percent (%),6.7,6.4,7,Race,Non-Hispanic White,T5,BOC04,RAC01
2013,KS,Kansas,None,None,None,None,Coronary Heart Disease,Percent (%),5.1,4.9,5.2,Race,Non-Hispanic White,T4,BOC04,RAC01
2004,TX,Texas,None,None,None,None,Heart Failure,Percent (%),5.3,5.3,5.4,Age,65+,T5,BOC03,AGE06
2012,MI,Michigan,None,None,None,None,Coronary Heart Disease,Percent (%),5.2,4,6.4,Race,Hispanic,T4,BOC04,RAC04
2013,ME,Maine,None,None,None,None,Coronary Heart Disease,Percent (%),9,8.6,9.4,Gender,Male,T4,BOC02,GEN01
2012,NE,Nebraska,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,4.4,4.8,Age,75+,T4,BOC03,AGE08
2005,NH,New Hampshire,None,None,None,None,Heart Failure,Percent (%),5.8,5.6,6.1,Race,Non-Hispanic White,T5,BOC04,RAC01
2013,AK,Alaska,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.3,4.3,Gender,Female,T4,BOC02,GEN02
2004,MA,Massachusetts,None,None,None,None,Heart Failure,Percent (%),7,6.8,7.1,Age,75+,T5,BOC03,AGE08
2013,SC,South Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),5,4.9,5.1,Overall,Overall,T4,BOC01,OVR01
2005,WI,Wisconsin,None,None,None,None,Heart Failure,Percent (%),5.3,5.2,5.5,Gender,Male,T5,BOC02,GEN01
2005,WI,Wisconsin,None,None,None,None,Heart Failure,Percent (%),6.5,4.6,8.4,Race,Hispanic,T5,BOC04,RAC04
2006,NE,Nebraska,None,None,None,None,Heart Failure,Percent (%),5.4,5.1,5.6,Gender,Male,T5,BOC02,GEN01
2012,HI,Hawaii,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,6.7,7.5,Gender,Male,T4,BOC02,GEN01
2012,MO,Missouri,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,3.6,8.5,Race,Hispanic,T4,BOC04,RAC04
2006,HI,Hawaii,None,None,None,None,Heart Failure,Percent (%),5.6,5.3,5.9,Overall,Overall,T5,BOC01,OVR01
2012,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,1.9,7.3,Race,Hispanic,T4,BOC04,RAC04
2013,CA,California,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,4.2,4.3,Age,75+,T4,BOC03,AGE08
2004,MN,Minnesota,None,None,None,None,Heart Failure,Percent (%),5.3,5.2,5.5,Gender,Male,T5,BOC02,GEN01
2013,US,United States,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.8,3.8,Gender,Female,T4,BOC02,GEN02
2004,DC,"Washington, DC",None,None,None,None,Heart Failure,Percent (%),6.9,6.4,7.3,Age,75+,T5,BOC03,AGE08
2012,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.7,4.9,Overall,Overall,T4,BOC01,OVR01
2013,HI,Hawaii,None,None,None,None,Coronary Heart Disease,Percent (%),7.2,6.7,7.6,Gender,Male,T4,BOC02,GEN01
2006,SD,South Dakota,None,None,None,None,Heart Failure,Percent (%),5,4.7,5.2,Race,Non-Hispanic White,T5,BOC04,RAC01
2005,NH,New Hampshire,None,None,None,None,Heart Failure,Percent (%),5.8,5.6,6.1,Overall,Overall,T5,BOC01,OVR01
2006,KY,Kentucky,None,None,None,None,Heart Failure,Percent (%),7.6,7.4,7.7,Age,75+,T5,BOC03,AGE08
2006,FL,Florida,None,None,None,None,Heart Failure,Percent (%),5.6,5.6,5.7,Overall,Overall,T5,BOC01,OVR01
2013,OK,Oklahoma,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.6,6.4,Race,Other,T4,BOC04,RAC07
2012,DC,"Washington, DC",None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.4,4.1,Race,Non-Hispanic Black,T4,BOC04,RAC02
2005,LA,Louisiana,None,None,None,None,Heart Failure,Percent (%),7.5,7.4,7.7,Age,75+,T5,BOC03,AGE08
2012,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),5,4.9,5,Race,Non-Hispanic White,T4,BOC04,RAC01
2004,AZ,Arizona,None,None,None,None,Heart Failure,Percent (%),5.5,5.4,5.7,Age,75+,T5,BOC03,AGE08
2004,OR,Oregon,None,None,None,None,Heart Failure,Percent (%),6.6,4.8,8.5,Race,Non-Hispanic Black,T5,BOC04,RAC02
2006,MA,Massachusetts,None,None,None,None,Heart Failure,Percent (%),7.7,7.2,8.3,Race,Non-Hispanic Black,T5,BOC04,RAC02
2004,HI,Hawaii,None,None,None,None,Heart Failure,Percent (%),5.3,4.9,5.6,Race,Other,T5,BOC04,RAC07
2013,PA,Pennsylvania,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.7,4.8,Race,Non-Hispanic White,T4,BOC04,RAC01
2006,IA,Iowa,None,None,None,None,Heart Failure,Percent (%),3.5,3.4,3.7,Age,65+,T5,BOC03,AGE06
2013,WA,Washington,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,3.6,5.9,Race,Hispanic,T4,BOC04,RAC04
2013,AL,Alabama,None,None,None,None,Coronary Heart Disease,Percent (%),4.1,3.9,4.3,Race,Non-Hispanic Black,T4,BOC04,RAC02
2013,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,3.7,3.9,Gender,Female,T4,BOC02,GEN02
2004,CA,California,None,None,None,None,Heart Failure,Percent (%),5.7,5.7,5.8,Gender,Male,T5,BOC02,GEN01
2013,NY,New York,None,None,None,None,Coronary Heart Disease,Percent (%),4.6,4.5,4.6,Age,75+,T4,BOC03,AGE08
2012,IA,Iowa,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,4.3,6.5,Race,Non-Hispanic Black,T4,BOC04,RAC02
2005,WA,Washington,None,None,None,None,Heart Failure,Percent (%),5.7,5.6,5.9,Age,75+,T5,BOC03,AGE08
2006,MD,Maryland,None,None,None,None,Heart Failure,Percent (%),5.9,5.7,6,Gender,Male,T5,BOC02,GEN01
2004,MO,Missouri,None,None,None,None,Heart Failure,Percent (%),6.6,6.4,6.7,Gender,Male,T5,BOC02,GEN01
2012,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),4.4,4.3,4.4,Age,75+,T4,BOC03,AGE08
2013,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),3,2.4,3.6,Race,Non-Hispanic Black,T4,BOC04,RAC02
2006,CO,Colorado,None,None,None,None,Heart Failure,Percent (%),4.8,4.7,5,Age,75+,T5,BOC03,AGE08
2004,WV,West Virginia,None,None,None,None,Heart Failure,Percent (%),6.9,6.7,7.1,Gender,Male,T5,BOC02,GEN01
2012,NJ,New Jersey,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,5.2,5.4,Age,75+,T4,BOC03,AGE08
2006,UT,Utah,None,None,None,None,Heart Failure,Percent (%),4.1,3.9,4.3,Race,Non-Hispanic White,T5,BOC04,RAC01
2004,NJ,New Jersey,None,None,None,None,Heart Failure,Percent (%),6.3,6.2,6.5,Gender,Female,T5,BOC02,GEN02
2012,CT,Connecticut,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.9,6.3,Gender,Male,T4,BOC02,GEN01
2013,KY,Kentucky,None,None,None,None,Coronary Heart Disease,Percent (%),1.6,0,3.8,Race,Hispanic,T4,BOC04,RAC04
2009,OR,Oregon,None,None,None,None,Heart Failure,Percent (%),3,2.8,3.2,Age,65+,T5,BOC03,AGE06
2013,UT,Utah,None,None,None,None,Coronary Heart Disease,Percent (%),3.8,1.5,6.2,Race,Non-Hispanic Black,T4,BOC04,RAC02
2013,MS,Mississippi,None,None,None,None,Coronary Heart Disease,Percent (%),3.5,3.4,3.7,Gender,Female,T4,BOC02,GEN02
2006,ND,North Dakota,None,None,None,None,Heart Failure,Percent (%),5.7,5.4,6,Race,Non-Hispanic White,T5,BOC04,RAC01
2013,NV,Nevada,None,None,None,None,Coronary Heart Disease,Percent (%),5.3,4.6,6,Race,Other,T4,BOC04,RAC07
2012,MN,Minnesota,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,4.7,6.1,Race,Other,T4,BOC04,RAC07
2005,AR,Arkansas,None,None,None,None,Heart Failure,Percent (%),6.5,2.4,10.6,Race,Hispanic,T5,BOC04,RAC04
2012,NM,New Mexico,None,None,None,None,Coronary Heart Disease,Percent (%),4.7,4.1,5.3,Race,Other,T4,BOC04,RAC07
2004,AK,Alaska,None,None,None,None,Heart Failure,Percent (%),3.4,2.8,3.9,Age,65+,T5,BOC03,AGE06
2013,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),4.2,4.1,4.2,Age,75+,T4,BOC03,AGE08
2006,AL,Alabama,None,None,None,None,Heart Failure,Percent (%),4.3,3.2,5.4,Race,Other,T5,BOC04,RAC07
2005,TN,Tennessee,None,None,None,None,Heart Failure,Percent (%),6.2,6.1,6.4,Gender,Female,T5,BOC02,GEN02
2004,IN,Indiana,None,None,None,None,Heart Failure,Percent (%),6.1,6,6.2,Gender,Female,T5,BOC02,GEN02
2012,WI,Wisconsin,None,None,None,None,Coronary Heart Disease,Percent (%),4.5,4,5,Race,Non-Hispanic Black,T4,BOC04,RAC02
2004,ME,Maine,None,None,None,None,Heart Failure,Percent (%),5.5,5.3,5.6,Race,Non-Hispanic White,T5,BOC04,RAC01
2012,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),5.5,5.4,5.6,Overall,Overall,T4,BOC01,OVR01
2005,MN,Minnesota,None,None,None,None,Heart Failure,Percent (%),5,4.8,5.1,Overall,Overall,T5,BOC01,OVR01
2013,NC,North Carolina,None,None,None,None,Coronary Heart Disease,Percent (%),6,5.9,6.1,Age,65+,T4,BOC03,AGE06
2004,WY,Wyoming,None,None,None,None,Heart Failure,Percent (%),4.2,3.9,4.5,Overall,Overall,T5,BOC01,OVR01
2012,TX,Texas,None,None,None,None,Coronary Heart Disease,Percent (%),5.9,5.8,6,Age,65+,T4,BOC03,AGE06
2005,ID,Idaho,None,None,None,None,Heart Failure,Percent (%),4,3.8,4.2,Race,Non-Hispanic White,T5,BOC04,RAC01
2006,NV,Nevada,None,None,None,None,Heart Failure,Percent (%),5.5,4.7,6.3,Race,Non-Hispanic Black,T5,BOC04,RAC02
2012,FL,Florida,None,None,None,None,Coronary Heart Disease,Percent (%),3.9,3.8,3.9,Gender,Female,T4,BOC02,GEN02
2004,VT,Vermont,None,None,None,None,Heart Failure,Percent (%),5.1,4.7,5.5,Gender,Female,T5,BOC02,GEN02
2012,IN,Indiana,None,None,None,None,Coronary Heart Disease,Percent (%),7.1,6.9,7.3,Gender,Male,T4,BOC02,GEN01
2013,MD,Maryland,None,None,None,None,Coronary Heart Disease,Percent (%),3.3,3.1,3.4,Race,Non-Hispanic Black,T4,BOC04,RAC02
2006,IL,Illinois,None,None,None,None,Heart Failure,Percent (%),7.3,7.1,7.5,Race,Non-Hispanic Black,T5,BOC04,RAC02
2004,CT,Connecticut,None,None,None,None,Heart Failure,Percent (%),6.2,6.1,6.3,Overall,Overall,T5,BOC01,OVR01
2006,SC,South Carolina,None,None,None,None,Heart Failure,Percent (%),5.5,5.3,5.6,Gender,Female,T5,BOC02,GEN02
2012,VT,Vermont,None,None,None,None,Coronary Heart Disease,Percent (%),6.7,6.4,7.1,Overall,Overall,T4,BOC01,OVR01
2004,UT,Utah,None,None,None,None,Heart Failure,Percent (%),4.4,4.2,4.6,Race,Non-Hispanic White,T5,BOC04,RAC01
2004,CA,California,None,None,None,None,Heart Failure,Percent (%),5.2,5,5.4,Race,Other,T5,BOC04,RAC07
2006,VT,Vermont,None,None,None,None,Heart Failure,Percent (%),5,4.6,5.5,Gender,Male,T5,BOC02,GEN01
2005,AZ,Arizona,None,None,None,None,Heart Failure,Percent (%),3.4,3.3,3.6,Age,65+,T5,BOC03,AGE06
2012,ID,Idaho,None,None,None,None,Coronary Heart Disease,Percent (%),3.6,3.3,3.9,Gender,Female,T4,BOC02,GEN02
2006,MO,Missouri,None,None,None,None,Heart Failure,Percent (%),5.7,5.6,5.8,Overall,Overall,T5,BOC01,OVR01
2012,MT,Montana,None,None,None,None,Coronary Heart Disease,Percent (%),6.1,5.6,6.5,Age,65+,T4,BOC03,AGE06
2004,US,United States,None,None,None,None,Heart Failure,Percent (%),5.9,5.9,5.9,Gender,Female,T5,BOC02,GEN02
2006,DE,Delaware,None,None,None,None,Heart Failure,Percent (%),6.4,6,6.7,Gender,Male,T5,BOC02,GEN01
2012,VA,Virginia,None,None,None,None,Coronary Heart Disease,Percent (%),5.4,4.9,6,Race,Other,T4,BOC04,RAC07
2004,NV,Nevada,None,None,None,None,Heart Failure,Percent (%),5.7,4.8,6.5,Race,Non-Hispanic Black,T5,BOC04,RAC02
2011,US,United States,None,None,None,None,Coronary Heart Disease,Percent (%),4.8,4.8,4.8,Age,75+,T4,BOC03,AGE08
