Year,LocationAbbr,LocationDesc,PriorityArea1,Topic,Data_Value_Unit,Data_Value,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,TopicId,BreakOutCategoryId,BreakOutId,GeoLocation
2013,WV,West Virginia,Million Hearts,Stroke,Percent (%),4.2,4.0,4.4,Age,75+,T6,BOC03,AGE08,"(38.66551020200046, -80.71264013499967)"
2012,AL,Alabama,Million Hearts,Stroke,Percent (%),4.5,4.3,4.7,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(32.84057112200048, -86.63186076199969)"
2010,WA,Washington,Million Hearts,Stroke,Percent (%),4.5,4.3,4.6,Gender,Male,T6,BOC02,GEN01,"(47.52227862900048, -120.47001078999972)"
2013,NH,New Hampshire,Million Hearts,Stroke,Percent (%),4.5,2.4,6.6,Race,Other,T6,BOC04,RAC07,"(43.65595011300047, -71.50036091999965)"
2012,IA,Iowa,Million Hearts,Stroke,Percent (%),3.3,3.2,3.5,Age,65+,T6,BOC03,AGE06,"(42.46940091300047, -93.81649055599968)"
2012,ME,Maine,Million Hearts,Stroke,Percent (%),3.8,3.7,4.0,Race,Non-Hispanic White,T6,BOC04,RAC01,"(45.254228894000505, -68.98503133599962)"
2010,TN,Tennessee,Million Hearts,Stroke,Percent (%),4.2,1.8,6.7,Race,Hispanic,T6,BOC04,RAC04,"(35.68094058000048, -85.77449091399967)"
2010,OK,Oklahoma,Million Hearts,Stroke,Percent (%),3.9,3.8,4.0,Overall,Overall,T6,BOC01,OVR01,"(35.47203135600046, -97.52107021399968)"
2012,NJ,New Jersey,Million Hearts,Stroke,Percent (%),3.7,3.6,3.8,Overall,Overall,T6,BOC01,OVR01,"(40.13057004800049, -74.27369128799967)"
2013,GA,Georgia,Million Hearts,Stroke,Percent (%),5.3,4.4,6.2,Race,Other,T6,BOC04,RAC07,"(32.83968109300048, -83.62758034599966)"
2013,CT,Connecticut,Million Hearts,Stroke,Percent (%),3.4,3.3,3.6,Gender,Female,T6,BOC02,GEN02,"(41.56266102000046, -72.64984095199964)"
2013,CO,Colorado,Million Hearts,Stroke,Percent (%),3.8,3.7,4.0,Gender,Male,T6,BOC02,GEN01,"(38.843840757000464, -106.13361092099967)"
2011,KS,Kansas,Million Hearts,Stroke,Percent (%),4.7,3.1,6.4,Race,Hispanic,T6,BOC04,RAC04,"(38.34774030000045, -98.20078122699965)"
2013,NY,New York,Million Hearts,Stroke,Percent (%),3.5,3.4,3.5,Overall,Overall,T6,BOC01,OVR01,"(42.82700103200045, -75.54397042699964)"
2011,SD,South Dakota,Million Hearts,Stroke,Percent (%),3.9,3.7,4.2,Race,Non-Hispanic White,T6,BOC04,RAC01,"(44.353130053000484, -100.3735306369997)"
2011,MN,Minnesota,Million Hearts,Stroke,Percent (%),3.1,3.0,3.3,Age,65+,T6,BOC03,AGE06,"(46.35564873600049, -94.79420050299967)"
2011,OK,Oklahoma,Million Hearts,Stroke,Percent (%),3.9,3.8,4.0,Race,Non-Hispanic White,T6,BOC04,RAC01,"(35.47203135600046, -97.52107021399968)"
2012,NV,Nevada,Million Hearts,Stroke,Percent (%),4.1,3.8,4.3,Gender,Male,T6,BOC02,GEN01,"(39.493240390000494, -117.07184056399967)"
2012,UT,Utah,Million Hearts,Stroke,Percent (%),3.7,3.4,3.9,Gender,Female,T6,BOC02,GEN02,"(39.360700171000474, -111.58713063499971)"
2013,MT,Montana,Million Hearts,Stroke,Percent (%),3.7,3.3,4.0,Age,65+,T6,BOC03,AGE06,"(47.06652897200047, -109.42442064499971)"
2012,CA,California,Million Hearts,Stroke,Percent (%),3.9,3.8,4.0,Gender,Female,T6,BOC02,GEN02,"(37.63864012300047, -120.99999953799971)"
2012,ND,North Dakota,Million Hearts,Stroke,Percent (%),4.8,4.4,5.3,Gender,Male,T6,BOC02,GEN01,"(47.47531977900047, -100.11842104899966)"
2013,WY,Wyoming,Million Hearts,Stroke,Percent (%),3.5,1.6,5.3,Race,Other,T6,BOC04,RAC07,"(43.23554134300048, -108.10983035299967)"
2012,WV,West Virginia,Million Hearts,Stroke,Percent (%),3.6,3.4,3.7,Gender,Female,T6,BOC02,GEN02,"(38.66551020200046, -80.71264013499967)"
2012,WA,Washington,Million Hearts,Stroke,Percent (%),4.4,4.3,4.5,Overall,Overall,T6,BOC01,OVR01,"(47.52227862900048, -120.47001078999972)"
2010,VA,Virginia,Million Hearts,Stroke,Percent (%),3.6,3.5,3.7,Age,65+,T6,BOC03,AGE06,"(37.54268067400045, -78.45789046299967)"
2011,NM,New Mexico,Million Hearts,Stroke,Percent (%),3.0,2.8,3.3,Age,65+,T6,BOC03,AGE06,"(34.52088095200048, -106.24058098499967)"
2012,ID,Idaho,Million Hearts,Stroke,Percent (%),4.9,4.6,5.3,Age,75+,T6,BOC03,AGE08,"(43.682630005000476, -114.3637300419997)"
2013,MO,Missouri,Million Hearts,Stroke,Percent (%),4.0,3.9,4.1,Race,Non-Hispanic White,T6,BOC04,RAC01,"(38.635790776000476, -92.56630005299968)"
2012,MD,Maryland,Million Hearts,Stroke,Percent (%),4.2,4.1,4.3,Gender,Male,T6,BOC02,GEN01,"(39.29058096400047, -76.60926011099963)"
2010,NV,Nevada,Million Hearts,Stroke,Percent (%),4.1,3.9,4.3,Age,75+,T6,BOC03,AGE08,"(39.493240390000494, -117.07184056399967)"
2011,NE,Nebraska,Million Hearts,Stroke,Percent (%),4.1,3.9,4.3,Age,75+,T6,BOC03,AGE08,"(41.6410409880005, -99.36572062299967)"
2013,AZ,Arizona,Million Hearts,Stroke,Percent (%),4.9,4.2,5.6,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(34.865970280000454, -111.76381127699972)"
2013,DE,Delaware,Million Hearts,Stroke,Percent (%),4.1,2.4,5.9,Race,Other,T6,BOC04,RAC07,"(39.008830667000495, -75.57774116799965)"
2012,NM,New Mexico,Million Hearts,Stroke,Percent (%),4.6,3.2,6.0,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(34.52088095200048, -106.24058098499967)"
2012,MO,Missouri,Million Hearts,Stroke,Percent (%),3.8,3.6,3.9,Age,65+,T6,BOC03,AGE06,"(38.635790776000476, -92.56630005299968)"
2012,NJ,New Jersey,Million Hearts,Stroke,Percent (%),3.6,3.6,3.7,Race,Non-Hispanic White,T6,BOC04,RAC01,"(40.13057004800049, -74.27369128799967)"
2012,TX,Texas,Million Hearts,Stroke,Percent (%),4.3,4.3,4.4,Age,75+,T6,BOC03,AGE08,"(31.827240407000488, -99.42677020599967)"
2011,RI,Rhode Island,Million Hearts,Stroke,Percent (%),3.5,2.5,4.6,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(41.70828019300046, -71.52247031399963)"
2012,KS,Kansas,Million Hearts,Stroke,Percent (%),4.3,4.1,4.4,Overall,Overall,T6,BOC01,OVR01,"(38.34774030000045, -98.20078122699965)"
2011,AR,Arkansas,Million Hearts,Stroke,Percent (%),3.4,2.3,4.5,Race,Other,T6,BOC04,RAC07,"(34.74865012400045, -92.27449074299966)"
2013,MA,Massachusetts,Million Hearts,Stroke,Percent (%),3.5,3.5,3.6,Race,Non-Hispanic White,T6,BOC04,RAC01,"(42.27687047000046, -72.08269067499964)"
2010,ID,Idaho,Million Hearts,Stroke,Percent (%),4.6,4.3,5.0,Gender,Male,T6,BOC02,GEN01,"(43.682630005000476, -114.3637300419997)"
2013,NM,New Mexico,Million Hearts,Stroke,Percent (%),4.2,4.0,4.4,Age,75+,T6,BOC03,AGE08,"(34.52088095200048, -106.24058098499967)"
2013,IL,Illinois,Million Hearts,Stroke,Percent (%),4.0,3.9,4.0,Age,75+,T6,BOC03,AGE08,"(40.48501028300046, -88.99771017799969)"
2012,NV,Nevada,Million Hearts,Stroke,Percent (%),4.1,3.5,4.8,Race,Other,T6,BOC04,RAC07,"(39.493240390000494, -117.07184056399967)"
2010,NY,New York,Million Hearts,Stroke,Percent (%),3.2,3.1,3.2,Overall,Overall,T6,BOC01,OVR01,"(42.82700103200045, -75.54397042699964)"
2013,SC,South Carolina,Million Hearts,Stroke,Percent (%),5.3,4.0,6.7,Race,Other,T6,BOC04,RAC07,"(33.998821303000454, -81.04537120699968)"
2013,MT,Montana,Million Hearts,Stroke,Percent (%),4.5,4.1,4.8,Gender,Female,T6,BOC02,GEN02,"(47.06652897200047, -109.42442064499971)"
2012,LA,Louisiana,Million Hearts,Stroke,Percent (%),5.3,4.1,6.5,Race,Other,T6,BOC04,RAC07,"(31.31266064400046, -92.44568007099969)"
2011,AZ,Arizona,Million Hearts,Stroke,Percent (%),3.7,3.6,3.8,Gender,Female,T6,BOC02,GEN02,"(34.865970280000454, -111.76381127699972)"
2010,KY,Kentucky,Million Hearts,Stroke,Percent (%),3.6,3.5,3.7,Overall,Overall,T6,BOC01,OVR01,"(37.645970271000465, -84.77497104799966)"
2012,NC,North Carolina,Million Hearts,Stroke,Percent (%),4.3,4.2,4.3,Race,Non-Hispanic White,T6,BOC04,RAC01,"(35.466220975000454, -79.15925046299964)"
2013,VA,Virginia,Million Hearts,Stroke,Percent (%),4.4,4.2,4.5,Gender,Male,T6,BOC02,GEN01,"(37.54268067400045, -78.45789046299967)"
2010,WY,Wyoming,Million Hearts,Stroke,Percent (%),1.0,0.0,2.9,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(43.23554134300048, -108.10983035299967)"
2010,NH,New Hampshire,Million Hearts,Stroke,Percent (%),1.9,0.4,3.4,Race,Other,T6,BOC04,RAC07,"(43.65595011300047, -71.50036091999965)"
2011,MO,Missouri,Million Hearts,Stroke,Percent (%),3.9,3.8,4.0,Overall,Overall,T6,BOC01,OVR01,"(38.635790776000476, -92.56630005299968)"
2010,MT,Montana,Million Hearts,Stroke,Percent (%),4.5,0.0,10.7,Race,Hispanic,T6,BOC04,RAC04,"(47.06652897200047, -109.42442064499971)"
2012,AR,Arkansas,Million Hearts,Stroke,Percent (%),4.4,4.0,4.8,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(34.74865012400045, -92.27449074299966)"
2011,MT,Montana,Million Hearts,Stroke,Percent (%),3.2,2.3,4.0,Race,Other,T6,BOC04,RAC07,"(47.06652897200047, -109.42442064499971)"
2013,WY,Wyoming,Million Hearts,Stroke,Percent (%),3.8,3.4,4.3,Gender,Male,T6,BOC02,GEN01,"(43.23554134300048, -108.10983035299967)"
2011,VA,Virginia,Million Hearts,Stroke,Percent (%),4.4,4.3,4.5,Gender,Male,T6,BOC02,GEN01,"(37.54268067400045, -78.45789046299967)"
2011,CO,Colorado,Million Hearts,Stroke,Percent (%),3.1,2.4,3.7,Race,Hispanic,T6,BOC04,RAC04,"(38.843840757000464, -106.13361092099967)"
2012,NM,New Mexico,Million Hearts,Stroke,Percent (%),3.0,2.8,3.3,Age,65+,T6,BOC03,AGE06,"(34.52088095200048, -106.24058098499967)"
2011,IN,Indiana,Million Hearts,Stroke,Percent (%),3.9,3.8,4.0,Race,Non-Hispanic White,T6,BOC04,RAC01,"(39.766910452000445, -86.14996019399968)"
2012,KY,Kentucky,Million Hearts,Stroke,Percent (%),3.8,3.7,3.9,Overall,Overall,T6,BOC01,OVR01,"(37.645970271000465, -84.77497104799966)"
2012,AZ,Arizona,Million Hearts,Stroke,Percent (%),3.4,3.3,3.6,Age,65+,T6,BOC03,AGE06,"(34.865970280000454, -111.76381127699972)"
2013,GA,Georgia,Million Hearts,Stroke,Percent (%),4.0,3.9,4.1,Age,65+,T6,BOC03,AGE06,"(32.83968109300048, -83.62758034599966)"
2010,MN,Minnesota,Million Hearts,Stroke,Percent (%),3.6,3.5,3.7,Gender,Female,T6,BOC02,GEN02,"(46.35564873600049, -94.79420050299967)"
2010,WA,Washington,Million Hearts,Stroke,Percent (%),4.2,4.1,4.4,Race,Non-Hispanic White,T6,BOC04,RAC01,"(47.52227862900048, -120.47001078999972)"
2013,NH,New Hampshire,Million Hearts,Stroke,Percent (%),3.7,3.5,4.0,Gender,Female,T6,BOC02,GEN02,"(43.65595011300047, -71.50036091999965)"
2011,HI,Hawaii,Million Hearts,Stroke,Percent (%),5.1,4.8,5.5,Age,75+,T6,BOC03,AGE08,"(21.304850435000446, -157.85774940299973)"
2010,RI,Rhode Island,Million Hearts,Stroke,Percent (%),3.3,3.1,3.4,Race,Non-Hispanic White,T6,BOC04,RAC01,"(41.70828019300046, -71.52247031399963)"
2013,MA,Massachusetts,Million Hearts,Stroke,Percent (%),3.6,3.5,3.6,Overall,Overall,T6,BOC01,OVR01,"(42.27687047000046, -72.08269067499964)"
2013,TN,Tennessee,Million Hearts,Stroke,Percent (%),4.6,4.4,4.7,Gender,Male,T6,BOC02,GEN01,"(35.68094058000048, -85.77449091399967)"
2012,CO,Colorado,Million Hearts,Stroke,Percent (%),3.0,2.8,3.2,Age,65+,T6,BOC03,AGE06,"(38.843840757000464, -106.13361092099967)"
2013,AZ,Arizona,Million Hearts,Stroke,Percent (%),4.2,3.5,4.8,Race,Hispanic,T6,BOC04,RAC04,"(34.865970280000454, -111.76381127699972)"
2012,OK,Oklahoma,Million Hearts,Stroke,Percent (%),4.0,3.9,4.1,Overall,Overall,T6,BOC01,OVR01,"(35.47203135600046, -97.52107021399968)"
2012,MA,Massachusetts,Million Hearts,Stroke,Percent (%),3.1,3.0,3.2,Age,65+,T6,BOC03,AGE06,"(42.27687047000046, -72.08269067499964)"
2012,NE,Nebraska,Million Hearts,Stroke,Percent (%),3.5,3.2,3.7,Age,65+,T6,BOC03,AGE06,"(41.6410409880005, -99.36572062299967)"
2011,IL,Illinois,Million Hearts,Stroke,Percent (%),3.3,3.2,3.4,Age,65+,T6,BOC03,AGE06,"(40.48501028300046, -88.99771017799969)"
2013,CT,Connecticut,Million Hearts,Stroke,Percent (%),3.1,2.9,3.2,Age,65+,T6,BOC03,AGE06,"(41.56266102000046, -72.64984095199964)"
2010,MS,Mississippi,Million Hearts,Stroke,Percent (%),5.3,3.8,6.8,Race,Other,T6,BOC04,RAC07,"(32.745510099000455, -89.53803082499968)"
2010,OK,Oklahoma,Million Hearts,Stroke,Percent (%),4.2,4.0,4.3,Gender,Male,T6,BOC02,GEN01,"(35.47203135600046, -97.52107021399968)"
2013,RI,Rhode Island,Million Hearts,Stroke,Percent (%),4.0,3.8,4.3,Age,75+,T6,BOC03,AGE08,"(41.70828019300046, -71.52247031399963)"
2010,WV,West Virginia,Million Hearts,Stroke,Percent (%),4.5,0.0,13.2,Race,Hispanic,T6,BOC04,RAC04,"(38.66551020200046, -80.71264013499967)"
2012,WY,Wyoming,Million Hearts,Stroke,Percent (%),4.5,0.2,8.9,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(43.23554134300048, -108.10983035299967)"
2012,GA,Georgia,Million Hearts,Stroke,Percent (%),4.1,2.7,5.5,Race,Hispanic,T6,BOC04,RAC04,"(32.83968109300048, -83.62758034599966)"
2010,ME,Maine,Million Hearts,Stroke,Percent (%),2.0,0.0,4.7,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(45.254228894000505, -68.98503133599962)"
2011,MD,Maryland,Million Hearts,Stroke,Percent (%),4.1,4.0,4.3,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(39.29058096400047, -76.60926011099963)"
2011,TN,Tennessee,Million Hearts,Stroke,Percent (%),5.9,2.9,8.8,Race,Hispanic,T6,BOC04,RAC04,"(35.68094058000048, -85.77449091399967)"
2012,PA,Pennsylvania,Million Hearts,Stroke,Percent (%),4.1,4.1,4.2,Age,75+,T6,BOC03,AGE08,"(40.79373015200048, -77.86070029399963)"
2013,WV,West Virginia,Million Hearts,Stroke,Percent (%),3.6,3.4,3.8,Age,65+,T6,BOC03,AGE06,"(38.66551020200046, -80.71264013499967)"
2010,NY,New York,Million Hearts,Stroke,Percent (%),3.2,3.1,3.2,Race,Non-Hispanic White,T6,BOC04,RAC01,"(42.82700103200045, -75.54397042699964)"
2013,KY,Kentucky,Million Hearts,Stroke,Percent (%),4.2,4.1,4.4,Age,75+,T6,BOC03,AGE08,"(37.645970271000465, -84.77497104799966)"
2011,LA,Louisiana,Million Hearts,Stroke,Percent (%),3.4,1.8,4.9,Race,Hispanic,T6,BOC04,RAC04,"(31.31266064400046, -92.44568007099969)"
2011,NC,North Carolina,Million Hearts,Stroke,Percent (%),4.5,4.4,4.6,Age,75+,T6,BOC03,AGE08,"(35.466220975000454, -79.15925046299964)"
2012,DE,Delaware,Million Hearts,Stroke,Percent (%),4.3,4.0,4.6,Gender,Female,T6,BOC02,GEN02,"(39.008830667000495, -75.57774116799965)"
2011,OH,Ohio,Million Hearts,Stroke,Percent (%),3.3,3.2,3.4,Age,65+,T6,BOC03,AGE06,"(40.06021014100048, -82.40426005599966)"
2012,MT,Montana,Million Hearts,Stroke,Percent (%),4.4,4.2,4.7,Race,Non-Hispanic White,T6,BOC04,RAC01,"(47.06652897200047, -109.42442064499971)"
2011,ID,Idaho,Million Hearts,Stroke,Percent (%),4.1,3.9,4.3,Overall,Overall,T6,BOC01,OVR01,"(43.682630005000476, -114.3637300419997)"
2013,IL,Illinois,Million Hearts,Stroke,Percent (%),3.3,3.2,3.4,Age,65+,T6,BOC03,AGE06,"(40.48501028300046, -88.99771017799969)"
2011,NJ,New Jersey,Million Hearts,Stroke,Percent (%),3.8,3.7,3.8,Age,75+,T6,BOC03,AGE08,"(40.13057004800049, -74.27369128799967)"
2013,ID,Idaho,Million Hearts,Stroke,Percent (%),4.3,4.0,4.6,Gender,Female,T6,BOC02,GEN02,"(43.682630005000476, -114.3637300419997)"
2011,KY,Kentucky,Million Hearts,Stroke,Percent (%),3.6,3.5,3.7,Race,Non-Hispanic White,T6,BOC04,RAC01,"(37.645970271000465, -84.77497104799966)"
2011,NH,New Hampshire,Million Hearts,Stroke,Percent (%),3.1,1.4,4.8,Race,Other,T6,BOC04,RAC07,"(43.65595011300047, -71.50036091999965)"
2013,NM,New Mexico,Million Hearts,Stroke,Percent (%),3.9,3.6,4.1,Gender,Male,T6,BOC02,GEN01,"(34.52088095200048, -106.24058098499967)"
2013,UT,Utah,Million Hearts,Stroke,Percent (%),4.0,3.8,4.1,Overall,Overall,T6,BOC01,OVR01,"(39.360700171000474, -111.58713063499971)"
2011,IL,Illinois,Million Hearts,Stroke,Percent (%),3.7,3.6,3.8,Age,75+,T6,BOC03,AGE08,"(40.48501028300046, -88.99771017799969)"
2012,TN,Tennessee,Million Hearts,Stroke,Percent (%),4.1,4.0,4.2,Overall,Overall,T6,BOC01,OVR01,"(35.68094058000048, -85.77449091399967)"
2013,IA,Iowa,Million Hearts,Stroke,Percent (%),1.6,0.0,3.1,Race,Hispanic,T6,BOC04,RAC04,"(42.46940091300047, -93.81649055599968)"
2012,MD,Maryland,Million Hearts,Stroke,Percent (%),4.0,3.9,4.1,Overall,Overall,T6,BOC01,OVR01,"(39.29058096400047, -76.60926011099963)"
2012,SD,South Dakota,Million Hearts,Stroke,Percent (%),3.8,3.5,4.1,Gender,Female,T6,BOC02,GEN02,"(44.353130053000484, -100.3735306369997)"
2011,MS,Mississippi,Million Hearts,Stroke,Percent (%),4.1,3.9,4.3,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(32.745510099000455, -89.53803082499968)"
2013,OR,Oregon,Million Hearts,Stroke,Percent (%),5.0,3.1,6.8,Race,Hispanic,T6,BOC04,RAC04,"(44.56744942400047, -120.15503132599969)"
2013,ND,North Dakota,Million Hearts,Stroke,Percent (%),3.8,3.4,4.2,Gender,Female,T6,BOC02,GEN02,"(47.47531977900047, -100.11842104899966)"
2011,ND,North Dakota,Million Hearts,Stroke,Percent (%),4.0,3.8,4.3,Race,Non-Hispanic White,T6,BOC04,RAC01,"(47.47531977900047, -100.11842104899966)"
2012,MI,Michigan,Million Hearts,Stroke,Percent (%),3.7,3.7,3.8,Race,Non-Hispanic White,T6,BOC04,RAC01,"(44.6613195430005, -84.71439026999968)"
2012,IN,Indiana,Million Hearts,Stroke,Percent (%),4.5,3.5,5.4,Race,Other,T6,BOC04,RAC07,"(39.766910452000445, -86.14996019399968)"
2011,ME,Maine,Million Hearts,Stroke,Percent (%),5.3,3.0,7.5,Race,Other,T6,BOC04,RAC07,"(45.254228894000505, -68.98503133599962)"
2013,WV,West Virginia,Million Hearts,Stroke,Percent (%),3.7,2.0,5.5,Race,Other,T6,BOC04,RAC07,"(38.66551020200046, -80.71264013499967)"
2010,ND,North Dakota,Million Hearts,Stroke,Percent (%),6.1,0.0,14.2,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(47.47531977900047, -100.11842104899966)"
2011,OR,Oregon,Million Hearts,Stroke,Percent (%),4.6,4.5,4.8,Race,Non-Hispanic White,T6,BOC04,RAC01,"(44.56744942400047, -120.15503132599969)"
2010,MA,Massachusetts,Million Hearts,Stroke,Percent (%),3.7,3.0,4.5,Race,Hispanic,T6,BOC04,RAC04,"(42.27687047000046, -72.08269067499964)"
2013,ID,Idaho,Million Hearts,Stroke,Percent (%),4.3,1.8,6.7,Race,Hispanic,T6,BOC04,RAC04,"(43.682630005000476, -114.3637300419997)"
2011,NV,Nevada,Million Hearts,Stroke,Percent (%),3.8,3.6,3.9,Gender,Female,T6,BOC02,GEN02,"(39.493240390000494, -117.07184056399967)"
2012,AL,Alabama,Million Hearts,Stroke,Percent (%),4.4,4.3,4.6,Gender,Male,T6,BOC02,GEN01,"(32.84057112200048, -86.63186076199969)"
2013,AZ,Arizona,Million Hearts,Stroke,Percent (%),3.8,3.7,3.9,Gender,Female,T6,BOC02,GEN02,"(34.865970280000454, -111.76381127699972)"
2011,AZ,Arizona,Million Hearts,Stroke,Percent (%),4.3,3.7,5.0,Race,Hispanic,T6,BOC04,RAC04,"(34.865970280000454, -111.76381127699972)"
2012,NJ,New Jersey,Million Hearts,Stroke,Percent (%),4.6,4.2,5.0,Race,Other,T6,BOC04,RAC07,"(40.13057004800049, -74.27369128799967)"
2011,NM,New Mexico,Million Hearts,Stroke,Percent (%),3.7,3.6,3.9,Overall,Overall,T6,BOC01,OVR01,"(34.52088095200048, -106.24058098499967)"
2012,WA,Washington,Million Hearts,Stroke,Percent (%),4.8,4.7,4.9,Age,75+,T6,BOC03,AGE08,"(47.52227862900048, -120.47001078999972)"
2012,KY,Kentucky,Million Hearts,Stroke,Percent (%),5.5,3.9,7.1,Race,Other,T6,BOC04,RAC07,"(37.645970271000465, -84.77497104799966)"
2013,NM,New Mexico,Million Hearts,Stroke,Percent (%),3.8,3.6,3.9,Race,Non-Hispanic White,T6,BOC04,RAC01,"(34.52088095200048, -106.24058098499967)"
2012,NH,New Hampshire,Million Hearts,Stroke,Percent (%),3.9,3.6,4.1,Gender,Female,T6,BOC02,GEN02,"(43.65595011300047, -71.50036091999965)"
2012,KS,Kansas,Million Hearts,Stroke,Percent (%),4.2,4.1,4.4,Race,Non-Hispanic White,T6,BOC04,RAC01,"(38.34774030000045, -98.20078122699965)"
2011,OR,Oregon,Million Hearts,Stroke,Percent (%),4.7,4.5,4.8,Overall,Overall,T6,BOC01,OVR01,"(44.56744942400047, -120.15503132599969)"
2011,KS,Kansas,Million Hearts,Stroke,Percent (%),3.8,3.6,4.0,Age,65+,T6,BOC03,AGE06,"(38.34774030000045, -98.20078122699965)"
2012,ND,North Dakota,Million Hearts,Stroke,Percent (%),3.2,2.1,4.4,Race,Other,T6,BOC04,RAC07,"(47.47531977900047, -100.11842104899966)"
2013,ME,Maine,Million Hearts,Stroke,Percent (%),3.5,3.2,3.8,Age,65+,T6,BOC03,AGE06,"(45.254228894000505, -68.98503133599962)"
2012,VT,Vermont,Million Hearts,Stroke,Percent (%),5.3,1.5,9.1,Race,Other,T6,BOC04,RAC07,"(43.62538123900049, -72.51764079099962)"
2012,US,United States,Million Hearts,Stroke,Percent (%),3.7,3.7,3.7,Gender,Female,T6,BOC02,GEN02,
2013,KS,Kansas,Million Hearts,Stroke,Percent (%),3.7,3.5,3.8,Age,65+,T6,BOC03,AGE06,"(38.34774030000045, -98.20078122699965)"
2011,SD,South Dakota,Million Hearts,Stroke,Percent (%),4.3,4.0,4.7,Gender,Male,T6,BOC02,GEN01,"(44.353130053000484, -100.3735306369997)"
2013,MO,Missouri,Million Hearts,Stroke,Percent (%),4.3,4.2,4.4,Gender,Male,T6,BOC02,GEN01,"(38.635790776000476, -92.56630005299968)"
2013,MT,Montana,Million Hearts,Stroke,Percent (%),4.4,4.1,4.8,Gender,Male,T6,BOC02,GEN01,"(47.06652897200047, -109.42442064499971)"
2013,KS,Kansas,Million Hearts,Stroke,Percent (%),3.8,2.8,4.8,Race,Other,T6,BOC04,RAC07,"(38.34774030000045, -98.20078122699965)"
2013,DC,"Washington, DC",Million Hearts,Stroke,Percent (%),4.3,4.0,4.6,Race,Non-Hispanic Black,T6,BOC04,RAC02,"(38.89037138500049, -77.03196112699965)"
2012,WA,Washington,Million Hearts,Stroke,Percent (%),4.7,3.5,5.9,Race,Hispanic,T6,BOC04,RAC04,"(47.52227862900048, -120.47001078999972)"
2012,TX,Texas,Million Hearts,Stroke,Percent (%),4.4,4.1,4.7,Race,Other,T6,BOC04,RAC07,"(31.827240407000488, -99.42677020599967)"
2012,NY,New York,Million Hearts,Stroke,Percent (%),2.7,2.6,2.9,Race,Hispanic,T6,BOC04,RAC04,"(42.82700103200045, -75.54397042699964)"
2011,NM,New Mexico,Million Hearts,Stroke,Percent (%),4.1,3.5,4.7,Race,Hispanic,T6,BOC04,RAC04,"(34.52088095200048, -106.24058098499967)"
2013,SC,South Carolina,Million Hearts,Stroke,Percent (%),4.5,4.4,4.7,Age,75+,T6,BOC03,AGE08,"(33.998821303000454, -81.04537120699968)"
2013,NE,Nebraska,Million Hearts,Stroke,Percent (%),3.9,3.8,4.1,Race,Non-Hispanic White,T6,BOC04,RAC01,"(41.6410409880005, -99.36572062299967)"
2012,RI,Rhode Island,Million Hearts,Stroke,Percent (%),3.7,3.5,3.9,Race,Non-Hispanic White,T6,BOC04,RAC01,"(41.70828019300046, -71.52247031399963)"
2012,MS,Mississippi,Million Hearts,Stroke,Percent (%),6.2,4.4,7.9,Race,Other,T6,BOC04,RAC07,"(32.745510099000455, -89.53803082499968)"
2012,MN,Minnesota,Million Hearts,Stroke,Percent (%),2.4,0.8,4.1,Race,Hispanic,T6,BOC04,RAC04,"(46.35564873600049, -94.79420050299967)"
2011,FL,Florida,Million Hearts,Stroke,Percent (%),3.9,3.5,4.2,Race,Other,T6,BOC04,RAC07,"(28.932040377000476, -81.92896053899966)"
2012,KS,Kansas,Million Hearts,Stroke,Percent (%),4.5,4.3,4.6,Age,75+,T6,BOC03,AGE08,"(38.34774030000045, -98.20078122699965)"
2010,NJ,New Jersey,Million Hearts,Stroke,Percent (%),3.3,3.2,3.4,Age,65+,T6,BOC03,AGE06,"(40.13057004800049, -74.27369128799967)"
2012,DC,"Washington, DC",Million Hearts,Stroke,Percent (%),3.4,3.0,3.8,Age,65+,T6,BOC03,AGE06,"(38.89037138500049, -77.03196112699965)"
2011,RI,Rhode Island,Million Hearts,Stroke,Percent (%),3.6,3.3,3.8,Gender,Female,T6,BOC02,GEN02,"(41.70828019300046, -71.52247031399963)"
2010,ID,Idaho,Million Hearts,Stroke,Percent (%),4.3,4.0,4.5,Race,Non-Hispanic White,T6,BOC04,RAC01,"(43.682630005000476, -114.3637300419997)"
2010,MO,Missouri,Million Hearts,Stroke,Percent (%),4.1,3.9,4.2,Age,75+,T6,BOC03,AGE08,"(38.635790776000476, -92.56630005299968)"
2012,LA,Louisiana,Million Hearts,Stroke,Percent (%),4.2,4.1,4.4,Age,75+,T6,BOC03,AGE08,"(31.31266064400046, -92.44568007099969)"
2011,MI,Michigan,Million Hearts,Stroke,Percent (%),3.4,3.3,3.4,Age,65+,T6,BOC03,AGE06,"(44.6613195430005, -84.71439026999968)"
